"study","dataset","variable","label","label_de","concept","questionnaire","question","item","description","description_de"
"twinlife","ZA6701_person_v3-0-0","dia5003t","respiratory illness twin 1: end (month)","Atemwegserkrankung Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5001t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5003u","respiratory illness twin 2: end (month)","Atemwegserkrankung Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5001u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5004s","respiratory illness sibling: end (year)","Atemwegserkrankung Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5001s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5004t","respiratory illness twin 1: end (year)","Atemwegserkrankung Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5001t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5004u","respiratory illness twin 2: end (year)","Atemwegserkrankung Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5001u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5100s","diagnosis: allergies (sibling)","Diagnose: Allergien (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5100t","diagnosis: allergies (twin 1)","Diagnose: Allergien (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5100u","diagnosis: allergies (twin 2)","Diagnose: Allergien (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5101s","allergies sibling: beginning (month)","Allergien Geschwister: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5101s",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5101t","allergies twin 1: beginning (month)","Allergien Z1: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5101t",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5101u","allergies twin 2: beginning (month)","Allergien Z2: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5101u",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5102s","allergies sibling: beginning (year)","Allergien Geschwister: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5101s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5102t","allergies twin 1: beginning (year)","Allergien Z1: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5101t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5102u","allergies twin 2: beginning (year)","Allergien Z2: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5101u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5103s","allergies sibling: end (month)","Allergien Geschwister: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5101s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5103t","allergies twin 1: end (month)","Allergien Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5101t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5103u","allergies twin 2: end (month)","Allergien Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5101u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5104s","allergies sibling: end (year)","Allergien Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5101s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5104t","allergies twin 1: end (year)","Allergien Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5101t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5104u","allergies twin 2: end (year)","Allergien Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5101u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5200s","diagnosis: neurodermatitis (sibling)","Diagnose: Neurodermitis (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5200t","diagnosis: neurodermatitis (twin 1)","Diagnose: Neurodermitis (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5200u","diagnosis: neurodermatitis (twin 2)","Diagnose: Neurodermitis (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5201s","neurodermatitis sibling: beginning (month)","Neurodermitis Geschwister: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5201s",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5201t","neurodermatitis twin 1: beginning (month)","Neurodermitis Z1: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5201t",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5201u","neurodermatitis twin 2: beginning (month)","Neurodermitis Z2: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5201u",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5202s","neurodermatitis sibling: beginning (year)","Neurodermitis Geschwister: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5201s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5202t","neurodermatitis twin 1: beginning (year)","Neurodermitis Z1: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5201t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5202u","neurodermatitis twin 2: beginning (year)","Neurodermitis Z2: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5201u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5203s","neurodermatitis sibling: end (month)","Neurodermitis Geschwister: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5201s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5203t","neurodermatitis twin 1: end (month)","Neurodermitis Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5201t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5203u","neurodermatitis twin 2: end (month)","Neurodermitis Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5201u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5204s","neurodermatitis sibling: end (year)","Neurodermitis Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5201s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5204t","neurodermatitis twin 1: end (year)","Neurodermitis Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5201t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5204u","neurodermatitis twin 2: end (year)","Neurodermitis Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5201u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5300s","diagnosis: defective vision (sibling)","Diagnose: Fehlsichtigkeit (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5300t","diagnosis: defective vision (twin 1)","Diagnose: Fehlsichtigkeit (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5300u","diagnosis: defective vision (twin 2)","Diagnose: Fehlsichtigkeit (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
