"study","questionnaire","answer_list","value","label","label_de"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0101",97,"97: we never lived together","97: wir haben noch nie zusammen gelebt"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0101",9995,"9995: same time frame as twin 1","9995: gleicher Zeitraum wie Zwilling 1"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0101",9996,"9996: different time frame than twin 1","9996: anderer Zeitraum als Zwilling 1"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0101",9997,"9997: we never lived together","9997: wir haben noch nie zusammen gelebt"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0103",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0103",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0103",1,"1: not close at all","1: überhaupt nicht eng"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0103",2,"2","2"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0103",3,"3","3"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0103",4,"4","4"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0103",5,"5: very close","5: sehr eng"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0200",1,"1: Never","1: Nie"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0200",2,"2: Once or several times in the last six month","2: Ein oder mehrmals im halben Jahr"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0200",3,"3: About once a month","3: Etwa 1-mal im Monat"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0200",4,"4: About once a week","4: Etwa 1-mal in der Woche"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","ple0200",5,"5: (Almost) every day","5: (Fast) jeden Tag"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0100",1,"1: not at all","1: ueberhaupt nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0100",2,"2: not strongly","2: nicht so stark"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0100",3,"3: strongly","3: stark"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0100",4,"4: very strongly","4: sehr stark"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0300",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0300",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0300",2,"2: no","2: nein"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0300",3,"3: no, I wasn't entitled to vote (yet)","3: nein, ich war (noch) nicht wahlberechtigt"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",1,"1: no, I don't lean towards a party","1: nein, ich neige keiner Partei zu"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",2,"2: SPD","2: SPD"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",3,"3: CDU/CSU","3: CDU/CSU"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",4,"4: FDP","4: FDP"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",5,"5: Bündnis 90/Die Grünen","5: Bündnis 90/Die Grünen"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",6,"6: Die Linke","6: Die Linke"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",7,"7: NPD/Republikaner","7: NPD/Republikaner"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",8,"8: Piratenpartei","8: Piratenpartei"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",9,"9: AfD (Alternative für Deutschland)","9: AfD (Alternative für Deutschland)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pop0302",10,"10: another, namely","10: andere, und zwar"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pr5",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pr5",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pr5",1,"1: very unlikely","1: sehr unwahrscheinlich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pr5",2,"2","2"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pr5",3,"3","3"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pr5",4,"4","4"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","pr5",5,"5: very likely","5: sehr wahrscheinlich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",0,"0: completely dissatisfied","0: ganz und gar unzufrieden"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",1,"1","1"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",2,"2","2"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",3,"3","3"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",4,"4","4"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",5,"5","5"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",6,"6","6"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",7,"7","7"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",8,"8","8"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",9,"9","9"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",10,"10: completely satisfied","10: ganz und gar zufrieden"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sat11",18,"18: doesn't apply (direct response)","18: trifft nicht zu (explizite Auskunft)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex",1,"1: male","1: maennlich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex",2,"2: female","2: weiblich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex_2",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex_2",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex_2",1,"1: male","1: männlich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sex_2",2,"2: female","2: weiblich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",1,"1: excellent","1: ausgezeichnet"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",2,"2: very good","2: sehr gut"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",3,"3: good","3: gut"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",4,"4: less good","4: maessig"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",5,"5: poor","5: schlecht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","she0100",6,"6: very poor","6: sehr schlecht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0300",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0300",1,"1: not at all","1: gar nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0300",2,"2: hardly ever","2: kaum"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0300",3,"3: moderately often","3: mittelmaessig"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0300",4,"4: fairly often","4: ziemlich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0300",5,"5: extremely often","5: ausserordentlich"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",1,"1: My sibling thinks that I generally get more support.","1: Mein Geschwister denkt, dass ich in der Regel mehr unterstuetzt werde."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",2,"2: My sibling thinks that I sometimes get more support.","2: Mein Geschwister denkt, dass ich manchmal mehr unterstuetzt werde."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",3,"3: My sibling thinks that we both get similar support.","3: Mein Geschwister denkt, dass wir beide gleichermassen unterstuetzt werden."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",4,"4: My sibling thinks that she/he sometimes gets more support.","4: Mein Geschwister denkt, dass sie/er manchmal mehr unterstuetzt wird."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",5,"5: My sibling thinks that she/he generally gets more support.","5: Mein Geschwister denkt, dass sie/er in der Regel mehr unterstuetzt wird."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0400",97,"97: doesn't apply (explicit response)","97: trifft nicht zu (explizite Auskunft)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",1,"1: My sibling thinks that our mother is generally closer with me.","1: Mein Geschwister denkt, dass meine Mutter mir in der Regel naehersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",2,"2: My sibling thinks that our mother is sometimes closer with me.","2: Mein Geschwister denkt, dass meine Mutter mir manchmal naehersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",3,"3: My sibling thinks that our mother is equally close with both of us.","3: Mein Geschwister denkt, dass meine Mutter uns beiden gleichermassen nahesteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",4,"4: My sibling thinks that our mother is sometimes closer with her/him.","4: Mein Geschwister denkt, dass meine Mutter ihm/ihr manchmal naehersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",5,"5: My sibling thinks that our mother is generally closer with her/him.","5: Mein Geschwister denkt, dass meine Mutter ihm/ihr in der Regel naehersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0402",97,"97: doesn't apply (explicit response)","97: trifft nicht zu (explizite Auskunft)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",1,"1: My sibling thinks that our father is generally closer with me.","1: Mein Geschwister denkt, dass mein Vater mir in der Regel nähersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",2,"2: My sibling thinks that our father is sometimes closer with me.","2: Mein Geschwister denkt, dass mein Vater mir manchmal nähersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",3,"3: My sibling thinks that our father is equally close with both of us.","3: Mein Geschwister denkt, dass mein Vater uns beiden gleichermaßen nahesteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",4,"4: My sibling thinks that our father is sometimes closer with her/him.","4: Mein Geschwister denkt, dass mein Vater [je nach Geschlecht einblenden: ihm/ihr] manchmal nähersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",5,"5: My sibling thinks that our father is generally closer with her/him.","5: Mein Geschwister denkt, dass mein Vater [je nach Geschlecht einblenden: ihm/ihr] in der Regel nähersteht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","sre0403",97,"97: doesn't apply (explicit response)","97: trifft nicht zu (explizite Auskunft)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0100",1,"1: no, never","1: nein, niemals"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0100",2,"2: no, but I match their outfits","2: nein, aber ich stimme sie aufeinander ab"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0100",3,"3: I used to, but not anymore","3: frueher ja, heute nicht mehr"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0100",4,"4: yes, sometimes","4: ja, manchmal"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0100",5,"5: yes, mostly","5: ja, meistens"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0102",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0102",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0102",96,"96: until today","96: bis heute"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0200",1,"1: rather yes","1: eher ja"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0200",2,"2: rather no","2: eher nein"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0200",3,"3: in the past yes, now no longer","3: frueher ja, heute nicht mehr"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0300",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0300",1,"1: very close","1: sehr eng"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0300",2,"2: close","2: eng"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0300",3,"3: not very close","3: nicht so eng"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0300",4,"4: not close at all","4: gar nicht eng"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0400",1,"1: yes, often","1: ja, oft"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0400",2,"2: yes, sometimes","2: ja, manchmal"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0400",3,"3: rarely/never","3: selten/nie"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tsp0400",4,"4: did not/do not exist","4: gab/gibt es nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tst0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tst0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tst0100",1,"1: yes, often","1: ja, oft"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tst0100",2,"2: yes, sometimes","2: ja, manchmal"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tst0100",3,"3: rarely/never","3: selten/nie"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","tst0100",4,"4: I don't know the twin of my partner.","4: Ich kenne den Zwilling meines Partners nicht."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","yn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","yn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","yn",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","yn",2,"2: no","2: nein"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","zyg0800",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","zyg0800",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","zyg0800",1,"1: Yes, I can keep them easily apart.","1: Ja, ich kann sie leicht auseinanderhalten."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","zyg0800",2,"2: Yes, but sometimes it is difficult.","2: Ja, aber manchmal ist es schwierig."
"twinlife","twinlife-2014-F2F_Alteri-OnlineFragebogen","zyg0800",3,"3: No, I very often mistake them for one another on photos.","3: Nein, ich verwechsele sie sehr oft auf Fotos."
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",1,"1: 0 to 1,999 inhabitants","1: 0 bis 1.999 Einwohner"
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",2,"2: 2,000 to 4,999 inhabitants","2: 2.000 bis 4.999 Einwohner"
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",3,"3: 5,000 to 19,999 inhabitants","3: 5.000 bis 19.999 Einwohner"
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",4,"4: 20,000 to 49,999 inhabitants","4: 20.000 bis 49.999 Einwohner"
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",5,"5: non-core peripheral area, 50,000 to 99,999 inhabitants","5: Verdichtungs-, Uebergangs- oder peripherer Bereich, 50.000 bis 99.999 Einwohner"
"twinlife","twinlife-2014-F2F_Bruttoband","bik10",6,"6: core metropolitan area, 50,000 to 99,999 inhabitants","6: Kernbereich, 50.000 bis 99.999 Einwohner"
