"study","questionnaire","question","item","number","concept","text","text_de","instruction","instruction_de","answer_list","scale","filter","goto","label","template.id","range","scripternotes","old.template.id","dataset","var_fix","description","description_de"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0500",,364,,"How old is the third person?","Wie alt ist die dritte Person?",,,"net0300","int",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf)","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011
 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0501",,365,,"Is the third person male or female?","Welches Geschlecht hat die dritte Person?",,,"sex_2","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf)","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011
 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0502",,366,,"Which is the third person's highest school-leaving certificate?","Welchen hoechsten Schulabschluss hat die dritte Person?",,,"eca0100_2","cat","net0300 != 999",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf)","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011
 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0503",,367,,"What type of school does the third person attend?","Welche Schulform besucht die dritte Person?",,,"edu0400_2","cat","net0300 != 999",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf)","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011
 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","net0600",,368,,"To what extent does the following statement apply to you?","Wie sehr trifft die folgende Aussage auf Sie persoenlich zu?",,,"agr4_2","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008 ; [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hoe0200",,369,,"The next section deals with your family life. The following statements describe things that occur at home in many families. Please rate how these statements applied to your home when you lived at home.","Im nun folgenden Fragenblock geht es um Ihr Familienleben. Die folgenden Aussagen beschreiben Dinge, die bei vielen Familien zuhause auftreten. Bitte geben Sie an, inwiefern diese Aussagen auf Ihr Zuhause zutreffen.",,,,"txt",,,,,,,,,,"Adapted from: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-454","Adaptiert von: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-444"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hoe0200","1",370,,"You can't hear yourself think in our home.","Bei uns zuhause kann man keinen klaren Gedanken fassen.",,,"apl5_2","cat",,,,,,,,,,"Adapted from: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-454","Adaptiert von: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-444"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hoe0200","2",371,,"It's a real zoo in our home.","Bei uns zuhause geht es drunter und drueber.",,,"apl5_2","cat",,,,,,,,,,"Adapted from: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-454","Adaptiert von: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-444"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hoe0200","3",372,,"We are usually able to stay on top of things.","Normalerweise haben wir zuhause alles „im Griff“.",,,"apl5_2","cat",,,,,,,,,,"Adapted from: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-454","Adaptiert von: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-444"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hoe0200","4",373,,"There is usually a television turned on somewhere in our home.","Irgendwo bei uns im Haus laeuft fast immer ein Fernseher.",,,"apl5_2","cat",,,,,,,,,,"Adapted from: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-454","Adaptiert von: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-444"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","hoe0200","5",374,,"The atmosphere in our house is calm.","Bei uns zuhause herrscht eine ruhige Atmosphaere.",,,"apl5_2","cat",,,,,,,,,,"Adapted from: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-454","Adaptiert von: Matheny Jr, A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16 (3), 429-444"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0101t",,375,,"Since when haven't you been living in a household together with your first born twin?","Seit wann leben Sie nicht mehr im Haushalt mit Ihrem erstgeborenem Zwilling?",,,"ple0101","int","ptyp == 300 | ptyp == 400",,,,,,,,,"National Educational Panel Study (NEPS): NEPS SC6 Starting Cohort 6: Adults, Wave 6, 2013","Nationales Bildungspanel (NEPS): Startkohorte 6: Erwachsene (SC6), Welle 6, Erhebungsinstrumente (Feldversion) ; [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC6/Feldversionen/SC6_Q_w6_de.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","ple0102t",,376,,"Since when haven't you been living in a household together with your first born twin?","Seit wann leben Sie nicht mehr im Haushalt mit Ihrem erstgeborenem Zwilling?",,,"ple0101","int","ptyp == 300 | ptyp == 400",,,,,,,,,"National Educational Panel Study (NEPS): NEPS SC6 Starting Cohort 6: Adults, Wave 6, 2013","Nationales Bildungspanel (NEPS): Startkohorte 6: Erwachsene (SC6), Welle 6, Erhebungsinstrumente (Feldversion) ; [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC6/Feldversionen/SC6_Q_w6_de.pdf)"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t",,377,,"How often do the following things typically happen between you and your firstborn twin?","Wie haeufig kommen folgende Dinge typischerweise zwischen Ihnen und Ihrem erstgeborenen Zwilling vor? Falls Ihr Kind ueber 18 ist, erinnern Sie sich bitte an die Zeit, als Sie zusammen gewohnt haben bzw. an die Zeit bis zum 18. Lebensjahr Ihres Kindes.",,,,"txt","ptyp == 300 | ptyp == 400",,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","1",378,,"You show your child with words and gestures that you like him/her.","Sie zeigen Ihrem Kind mit Worten und Gesten, dass Sie es gerne haben.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","2",379,,"You praise your child.","Sie loben Ihr Kind.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","3",380,,"You cheer up your child when he/she is sad.","Sie troesten Ihr Kind, wenn es traurig ist.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","4",381,,"You give your child advice regarding his/her personal problems.","Sie unterstuetzen Ihr Kind, wenn es ein Problem hat.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","5",382,,"If your child does something against your will, you punish him/her.","Wenn Ihr Kind etwas gegen Ihren Willen tut, bestrafen Sie es.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","6",383,,"You are disappointed and sad because your child misbehaved.","Sie sind enttaeuscht und traurig, wenn sich Ihr Kind schlecht benommen hat.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","7",384,,"You make it clear to your son/daughter that he/she is not to break the rules or question your decisions.","Sie geben Ihrem Kind zu verstehen, dass es sich Ihren Anordnungen und Entscheidungen nicht widersetzen soll.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","8",385,,"You yell at your child because he/she did something wrong.","Sie schreien Ihr Kind an, wenn es etwas falsch gemacht hat.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","9",386,,"You scold your child because you are angry at him/her.","Sie beschimpfen Ihr Kind, wenn Sie wuetend auf es sind.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","10",387,,"When your child makes new friends, you talk to him/her about them.","Wenn Ihr Kind neue Freunde hat, unterhalten Sie sich mit ihm ueber diese Freunde.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
"twinlife","twinlife-2014-F2F_Alteri-Fragebogen","par0100t","11",388,,"When your child makes new friends, you get to know them soon thereafter.","Wenn Ihr Kind neue Freunde hat, lernen Sie sie auch bald kennen.",,,"fre5","cat",,,,,,,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3"
