study_name,questionnaire_name,question_name,item,number,concept,text,text_de,instruction,instruction_de,answer_list,scale,filter,goto,label,variable_description,variable_description_de,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,answer_list_name,item_name
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0509,9.0,146,,Please state what applies to the person.,Freiwilliger Wehrdienst,,,mn,cat,,,,,,,,,,,,,,,,,,mn,9.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0510,10.0,147,,Please state what applies to the person.,Freiwilliges soziales / oekologisches Jahr, Bundesfreiwilligendienst,,,mn,cat,,,,,,,,,,,,,,,,,,10.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0511,11.0,148,,Please state what applies to the person.,Arbeitslos, arbeitsuchend gemeldet (beim der Agentur fuer Arbeit, Arbeitsamt),,,mn,cat,,,,,,,,,,,,,,,,,11.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0512,12.0,149,,Please state what applies to the person.,Mutterschutz, Elternzeit, Beurlaubung / Sonderurlaub wegen Kinderbetreuung,,,mn,cat,,,,,,,,,,,,,,,,,12.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0513,13.0,150,,Please state what applies to the person.,Hausfrau / Hausmann,,,mn,cat,,,,,,,,,,,,,,,,,,mn,13.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0514,14.0,151,,Please state what applies to the person.,Vorruhestaendler, Rentner, erwerbsunfaehig,,,mn,cat,,,,,,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0515,15.0,152,,Please state what applies to the person.,In Altersteilzeit mit Arbeitszeit Null,,,mn,cat,,,,,,,,,,,,,,,,,,mn,15.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0516,16.0,153,,Please state what applies to the person.,Nicht erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,16.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0520,17.0,154,,Please state what applies to the person.,Sonstiges,,,mn,cat,,,,,,,,,,,,,,,,,,mn,17.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0598,18.0,155,,Please state what applies to the person.,Weiss nicht,,,mn,cat,,,,,,,,,,,,,,,,,,mn,18.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0599,19.0,156,,Please state what applies to the person.,Keine Angabe,,,mn,cat,,,,,,,,,,,,,,,,,,mn,19.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0601,,157,,Please state what applies to the person.,Wenn mehr als 1 Person im HH: Bitte geben Sie an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft. / Wenn 1 Person im HH: Bitte geben Sie jeweils an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft.,,,mn,txt,hpr0600 != -95,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0601,1.0,158,,Please state what applies to the person.,Kindergarten / KITA,,,mn,cat,,,,,,,,,,,,,,,,,,mn,1.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0602,2.0,159,,Please state what applies to the person.,Allgemein bildende Schule (1. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,,,,,mn,2.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0603,3.0,160,,Please state what applies to the person.,Ausbildung, Hochschule, Weiterbildung, andere Schule (z.B. 2. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,, andere schule (z.b. 2. bildungsweg),3.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0604,4.0,161,,Please state what applies to the person.,Voll erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,4.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0605,5.0,162,,Please state what applies to the person.,Teilzeitbeschaeftigt (auch bei parallelen Teilzeittaetigkeiten),,,mn,cat,,,,,,,,,,,,,,,,,,mn,5.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0606,6.0,163,,Please state what applies to the person.,In betrieblicher Ausbildung / Lehre oder betrieblicher Umschulung,,,mn,cat,,,,,,,,,,,,,,,,,,mn,6.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0607,7.0,164,,Please state what applies to the person.,Geringfuegig erwerbstaetig, Mini Job, Ein-Euro-Job (bei Bezug von Arbeitslosengeld 2),,,mn,cat,,,,,,,,,,,,,,,,,7.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0608,8.0,165,,Please state what applies to the person.,Gelegentlich oder unregelmaessig beschaeftigt,,,mn,cat,,,,,,,,,,,,,,,,,,mn,8.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0609,9.0,166,,Please state what applies to the person.,Freiwilliger Wehrdienst,,,mn,cat,,,,,,,,,,,,,,,,,,mn,9.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0610,10.0,167,,Please state what applies to the person.,Freiwilliges soziales / oekologisches Jahr, Bundesfreiwilligendienst,,,mn,cat,,,,,,,,,,,,,,,,,,10.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0611,11.0,168,,Please state what applies to the person.,Arbeitslos, arbeitsuchend gemeldet (beim der Agentur fuer Arbeit, Arbeitsamt),,,mn,cat,,,,,,,,,,,,,,,,,11.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0612,12.0,169,,Please state what applies to the person.,Mutterschutz, Elternzeit, Beurlaubung / Sonderurlaub wegen Kinderbetreuung,,,mn,cat,,,,,,,,,,,,,,,,,12.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0613,13.0,170,,Please state what applies to the person.,Hausfrau / Hausmann,,,mn,cat,,,,,,,,,,,,,,,,,,mn,13.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0614,14.0,171,,Please state what applies to the person.,Vorruhestaendler, Rentner, erwerbsunfaehig,,,mn,cat,,,,,,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0615,15.0,172,,Please state what applies to the person.,In Altersteilzeit mit Arbeitszeit Null,,,mn,cat,,,,,,,,,,,,,,,,,,mn,15.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0616,16.0,173,,Please state what applies to the person.,Nicht erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,16.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0620,17.0,174,,Please state what applies to the person.,Sonstiges,,,mn,cat,,,,,,,,,,,,,,,,,,mn,17.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0698,18.0,175,,Please state what applies to the person.,Weiss nicht,,,mn,cat,,,,,,,,,,,,,,,,,,mn,18.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0699,19.0,176,,Please state what applies to the person.,Keine Angabe,,,mn,cat,,,,,,,,,,,,,,,,,,mn,19.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0701,,177,,Please state what applies to the person.,Wenn mehr als 1 Person im HH: Bitte geben Sie an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft. / Wenn 1 Person im HH: Bitte geben Sie jeweils an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft.,,,mn,txt,hpr0700 != -95,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0701,1.0,178,,Please state what applies to the person.,Kindergarten / KITA,,,mn,cat,,,,,,,,,,,,,,,,,,mn,1.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0702,2.0,179,,Please state what applies to the person.,Allgemein bildende Schule (1. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,,,,,mn,2.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0703,3.0,180,,Please state what applies to the person.,Ausbildung, Hochschule, Weiterbildung, andere Schule (z.B. 2. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,, andere schule (z.b. 2. bildungsweg),3.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0704,4.0,181,,Please state what applies to the person.,Voll erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,4.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0705,5.0,182,,Please state what applies to the person.,Teilzeitbeschaeftigt (auch bei parallelen Teilzeittaetigkeiten),,,mn,cat,,,,,,,,,,,,,,,,,,mn,5.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0706,6.0,183,,Please state what applies to the person.,In betrieblicher Ausbildung / Lehre oder betrieblicher Umschulung,,,mn,cat,,,,,,,,,,,,,,,,,,mn,6.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0707,7.0,184,,Please state what applies to the person.,Geringfuegig erwerbstaetig, Mini Job, Ein-Euro-Job (bei Bezug von Arbeitslosengeld 2),,,mn,cat,,,,,,,,,,,,,,,,,7.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0708,8.0,185,,Please state what applies to the person.,Gelegentlich oder unregelmaessig beschaeftigt,,,mn,cat,,,,,,,,,,,,,,,,,,mn,8.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0709,9.0,186,,Please state what applies to the person.,Freiwilliger Wehrdienst,,,mn,cat,,,,,,,,,,,,,,,,,,mn,9.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0710,10.0,187,,Please state what applies to the person.,Freiwilliges soziales / oekologisches Jahr, Bundesfreiwilligendienst,,,mn,cat,,,,,,,,,,,,,,,,,,10.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0711,11.0,188,,Please state what applies to the person.,Arbeitslos, arbeitsuchend gemeldet (beim der Agentur fuer Arbeit, Arbeitsamt),,,mn,cat,,,,,,,,,,,,,,,,,11.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0712,12.0,189,,Please state what applies to the person.,Mutterschutz, Elternzeit, Beurlaubung / Sonderurlaub wegen Kinderbetreuung,,,mn,cat,,,,,,,,,,,,,,,,,12.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0713,13.0,190,,Please state what applies to the person.,Hausfrau / Hausmann,,,mn,cat,,,,,,,,,,,,,,,,,,mn,13.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0714,14.0,191,,Please state what applies to the person.,Vorruhestaendler, Rentner, erwerbsunfaehig,,,mn,cat,,,,,,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0715,15.0,192,,Please state what applies to the person.,In Altersteilzeit mit Arbeitszeit Null,,,mn,cat,,,,,,,,,,,,,,,,,,mn,15.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0716,16.0,193,,Please state what applies to the person.,Nicht erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,16.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0720,17.0,194,,Please state what applies to the person.,Sonstiges,,,mn,cat,,,,,,,,,,,,,,,,,,mn,17.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0798,18.0,195,,Please state what applies to the person.,Weiss nicht,,,mn,cat,,,,,,,,,,,,,,,,,,mn,18.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0799,19.0,196,,Please state what applies to the person.,Keine Angabe,,,mn,cat,,,,,,,,,,,,,,,,,,mn,19.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0801,,197,,Please state what applies to the person.,Wenn mehr als 1 Person im HH: Bitte geben Sie an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft. / Wenn 1 Person im HH: Bitte geben Sie jeweils an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft.,,,mn,txt,hpr0800 != -95,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0801,1.0,198,,Please state what applies to the person.,Kindergarten / KITA,,,mn,cat,,,,,,,,,,,,,,,,,,mn,1.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0802,2.0,199,,Please state what applies to the person.,Allgemein bildende Schule (1. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,,,,,mn,2.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0803,3.0,200,,Please state what applies to the person.,Ausbildung, Hochschule, Weiterbildung, andere Schule (z.B. 2. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,, andere schule (z.b. 2. bildungsweg),3.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0804,4.0,201,,Please state what applies to the person.,Voll erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,4.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0805,5.0,202,,Please state what applies to the person.,Teilzeitbeschaeftigt (auch bei parallelen Teilzeittaetigkeiten),,,mn,cat,,,,,,,,,,,,,,,,,,mn,5.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0806,6.0,203,,Please state what applies to the person.,In betrieblicher Ausbildung / Lehre oder betrieblicher Umschulung,,,mn,cat,,,,,,,,,,,,,,,,,,mn,6.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0807,7.0,204,,Please state what applies to the person.,Geringfuegig erwerbstaetig, Mini Job, Ein-Euro-Job (bei Bezug von Arbeitslosengeld 2),,,mn,cat,,,,,,,,,,,,,,,,,7.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0808,8.0,205,,Please state what applies to the person.,Gelegentlich oder unregelmaessig beschaeftigt,,,mn,cat,,,,,,,,,,,,,,,,,,mn,8.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0809,9.0,206,,Please state what applies to the person.,Freiwilliger Wehrdienst,,,mn,cat,,,,,,,,,,,,,,,,,,mn,9.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0810,10.0,207,,Please state what applies to the person.,Freiwilliges soziales / oekologisches Jahr, Bundesfreiwilligendienst,,,mn,cat,,,,,,,,,,,,,,,,,,10.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0811,11.0,208,,Please state what applies to the person.,Arbeitslos, arbeitsuchend gemeldet (beim der Agentur fuer Arbeit, Arbeitsamt),,,mn,cat,,,,,,,,,,,,,,,,,11.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0812,12.0,209,,Please state what applies to the person.,Mutterschutz, Elternzeit, Beurlaubung / Sonderurlaub wegen Kinderbetreuung,,,mn,cat,,,,,,,,,,,,,,,,,12.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0813,13.0,210,,Please state what applies to the person.,Hausfrau / Hausmann,,,mn,cat,,,,,,,,,,,,,,,,,,mn,13.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0814,14.0,211,,Please state what applies to the person.,Vorruhestaendler, Rentner, erwerbsunfaehig,,,mn,cat,,,,,,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0815,15.0,212,,Please state what applies to the person.,In Altersteilzeit mit Arbeitszeit Null,,,mn,cat,,,,,,,,,,,,,,,,,,mn,15.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0816,16.0,213,,Please state what applies to the person.,Nicht erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,16.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0820,17.0,214,,Please state what applies to the person.,Sonstiges,,,mn,cat,,,,,,,,,,,,,,,,,,mn,17.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0898,18.0,215,,Please state what applies to the person.,Weiss nicht,,,mn,cat,,,,,,,,,,,,,,,,,,mn,18.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0899,19.0,216,,Please state what applies to the person.,Keine Angabe,,,mn,cat,,,,,,,,,,,,,,,,,,mn,19.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0901,,217,,Please state what applies to the person.,Wenn mehr als 1 Person im HH: Bitte geben Sie an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft. / Wenn 1 Person im HH: Bitte geben Sie jeweils an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft.,,,mn,txt,hpr0900 != -95,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0901,1.0,218,,Please state what applies to the person.,Kindergarten / KITA,,,mn,cat,,,,,,,,,,,,,,,,,,mn,1.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0902,2.0,219,,Please state what applies to the person.,Allgemein bildende Schule (1. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,,,,,mn,2.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0903,3.0,220,,Please state what applies to the person.,Ausbildung, Hochschule, Weiterbildung, andere Schule (z.B. 2. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,, andere schule (z.b. 2. bildungsweg),3.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0904,4.0,221,,Please state what applies to the person.,Voll erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,4.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0905,5.0,222,,Please state what applies to the person.,Teilzeitbeschaeftigt (auch bei parallelen Teilzeittaetigkeiten),,,mn,cat,,,,,,,,,,,,,,,,,,mn,5.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0906,6.0,223,,Please state what applies to the person.,In betrieblicher Ausbildung / Lehre oder betrieblicher Umschulung,,,mn,cat,,,,,,,,,,,,,,,,,,mn,6.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0907,7.0,224,,Please state what applies to the person.,Geringfuegig erwerbstaetig, Mini Job, Ein-Euro-Job (bei Bezug von Arbeitslosengeld 2),,,mn,cat,,,,,,,,,,,,,,,,,7.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0908,8.0,225,,Please state what applies to the person.,Gelegentlich oder unregelmaessig beschaeftigt,,,mn,cat,,,,,,,,,,,,,,,,,,mn,8.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0909,9.0,226,,Please state what applies to the person.,Freiwilliger Wehrdienst,,,mn,cat,,,,,,,,,,,,,,,,,,mn,9.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0910,10.0,227,,Please state what applies to the person.,Freiwilliges soziales / oekologisches Jahr, Bundesfreiwilligendienst,,,mn,cat,,,,,,,,,,,,,,,,,,10.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0911,11.0,228,,Please state what applies to the person.,Arbeitslos, arbeitsuchend gemeldet (beim der Agentur fuer Arbeit, Arbeitsamt),,,mn,cat,,,,,,,,,,,,,,,,,11.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0912,12.0,229,,Please state what applies to the person.,Mutterschutz, Elternzeit, Beurlaubung / Sonderurlaub wegen Kinderbetreuung,,,mn,cat,,,,,,,,,,,,,,,,,12.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0913,13.0,230,,Please state what applies to the person.,Hausfrau / Hausmann,,,mn,cat,,,,,,,,,,,,,,,,,,mn,13.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0914,14.0,231,,Please state what applies to the person.,Vorruhestaendler, Rentner, erwerbsunfaehig,,,mn,cat,,,,,,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0915,15.0,232,,Please state what applies to the person.,In Altersteilzeit mit Arbeitszeit Null,,,mn,cat,,,,,,,,,,,,,,,,,,mn,15.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0916,16.0,233,,Please state what applies to the person.,Nicht erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,16.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0920,17.0,234,,Please state what applies to the person.,Sonstiges,,,mn,cat,,,,,,,,,,,,,,,,,,mn,17.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0998,18.0,235,,Please state what applies to the person.,Weiss nicht,,,mn,cat,,,,,,,,,,,,,,,,,,mn,18.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr0999,19.0,236,,Please state what applies to the person.,Keine Angabe,,,mn,cat,,,,,,,,,,,,,,,,,,mn,19.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1001,,237,,Please state what applies to the person.,Wenn mehr als 1 Person im HH: Bitte geben Sie an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft. / Wenn 1 Person im HH: Bitte geben Sie jeweils an, was in Bezug auf Schule oder Erwerbstaetigkeit aktuell auf diese Personen zutrifft.,,,mn,txt,hpr1000 != -95,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1001,1.0,238,,Please state what applies to the person.,Kindergarten / KITA,,,mn,cat,,,,,,,,,,,,,,,,,,mn,1.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1002,2.0,239,,Please state what applies to the person.,Allgemein bildende Schule (1. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,,,,,mn,2.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1003,3.0,240,,Please state what applies to the person.,Ausbildung, Hochschule, Weiterbildung, andere Schule (z.B. 2. Bildungsweg),,,mn,cat,,,,,,,,,,,,,,, andere schule (z.b. 2. bildungsweg),3.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1004,4.0,241,,Please state what applies to the person.,Voll erwerbstaetig,,,mn,cat,,,,,,,,,,,,,,,,,,mn,4.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1005,5.0,242,,Please state what applies to the person.,Teilzeitbeschaeftigt (auch bei parallelen Teilzeittaetigkeiten),,,mn,cat,,,,,,,,,,,,,,,,,,mn,5.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1006,6.0,243,,Please state what applies to the person.,In betrieblicher Ausbildung / Lehre oder betrieblicher Umschulung,,,mn,cat,,,,,,,,,,,,,,,,,,mn,6.0
twinlife-panel,twinlife-panel-2014-f2f_haushaltsfragebogen,hpr1007,7.0,244,,Please state what applies to the person.,Geringfuegig erwerbstaetig, Mini Job, Ein-Euro-Job (bei Bezug von Arbeitslosengeld 2),,,mn,cat,,,,,,,,,,,,,,,,,7.0
